Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,5/7/2022,,Debit,-200,,38777496,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,137.4,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,5/7/2022,,Credit,336.68,,38777420,Online banking Deposit - Remote deposit,Deposits,,337.4,,Online banking Deposit - Remote deposit
,4/29/2022,,Debit,-62,,38356429,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.72,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,4/29/2022,,Debit,-3.68,,38356395,NMSU BOOKSTORE #XX 5942 LAS CRUCES NM,Hobbies,Debit Card,62.72,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,4/29/2022,,Debit,-10.94,,38352653,Panda Express,Restaurants & Dining,Debit Card,66.4,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,4/28/2022,,Debit,-3.74,,38299756,Starbucks,Restaurants & Dining,Debit Card,77.34,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,4/27/2022,,Debit,-5.69,,38246939,Starbucks,Restaurants & Dining,Debit Card,81.08,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,4/27/2022,,Debit,-9.36,,38246940,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,86.77,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,4/27/2022,,Debit,-10.24,,38246938,McDonald's,Restaurants & Dining,Debit Card,96.13,,Debit Card purchase MCDONALD'S F6849 5814 LAS CRUCES NM
,4/26/2022,,Debit,-8.07,,38246937,Starbucks,Restaurants & Dining,Debit Card,106.37,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,4/25/2022,,Debit,-3.74,,38138516,Starbucks,Restaurants & Dining,Debit Card,114.44,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,4/25/2022,,Debit,-10.9,,38138515,Walmart,Shopping,Debit Card,118.18,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,4/24/2022,,Debit,-11.26,,38099430,Blake's Lotaburger,Restaurants & Dining,Debit Card,129.08,,Debit Card purchase BLAKE S LOTABURGER - 028 5814 LAS CRUCES NM
,4/24/2022,,Debit,-3.35,,38099429,Pepsi Vending Machines,Groceries,Debit Card,140.34,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,4/22/2022,,Debit,-6.16,,38011561,Wendy's,Restaurants & Dining,Debit Card,143.69,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,4/22/2022,,Debit,-150,,38008510,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,149.85,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,4/22/2022,,Credit,299.85,,38006102,Online banking Deposit - Remote deposit,Deposits,,299.85,,Online banking Deposit - Remote deposit
,4/17/2022,,Debit,-14.73,,37746816,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,4/16/2022,,Debit,-26.85,,37711700,KING ZAH'S PIZZERIA 5814 LAS CRUCES NM,Restaurants & Dining,Debit Card,14.73,,Debit Card purchase KING ZAH'S PIZZERIA 5814 LAS CRUCES NM
,4/15/2022,,Debit,-12.65,,37711699,Sonic Drive-In,Restaurants & Dining,Debit Card,41.58,,Debit Card purchase SONIC DRIVE IN #3893 5814 LAS CRUCES NM
,4/14/2022,,Debit,-11.47,,37596904,Whataburger,Restaurants & Dining,Debit Card,54.23,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,4/13/2022,,Debit,-7.53,,37548088,NMSU BOOKSTORE #XX 5942 LAS CRUCES NM,Hobbies,Debit Card,65.7,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,4/13/2022,,Debit,-10.88,,37548087,Amazon Digital Services,Entertainment,Debit Card,73.23,,Debit Card purchase PRIME VIDEO*1A12F4R61 5818 888-802-3080 WA
,4/13/2022,,Debit,-19.33,,37548086,MCW#x390-RINCONADA 7542 LAS CRUCES NM,Other Expenses,Debit Card,84.11,,Debit Card purchase MCW#1390-RINCONADA 7542 LAS CRUCES NM
,4/12/2022,,Debit,-145.12,,37489910,Walmart,Shopping,Debit Card,103.44,,Debit Card purchase WAL-MART #0806 5411 LAS CRUCES NM
,4/11/2022,,Debit,-10.6,,37489911,Wendy's,Restaurants & Dining,Debit Card,248.56,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,4/11/2022,,Debit,-100,,37422318,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,259.16,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,4/11/2022,,Credit,351.08,,37412828,Online banking Deposit - Remote deposit,Deposits,,359.16,,Online banking Deposit - Remote deposit
,3/30/2022,,Debit,-1.15,,36809660,MESILLA VALLEY VEND 5814 LAS CRUCES NM,Groceries,Debit Card,8.08,,Debit Card purchase MESILLA VALLEY VEND 5814 LAS CRUCES NM
,3/29/2022,,Debit,-2.35,,36809659,Pepsi Vending Machines,Groceries,Debit Card,9.23,,Debit Card purchase 2575PEPSIVEN9147678600 5814 LAS CRUCES NM
,3/29/2022,,Debit,-3.74,,36809658,Starbucks,Restaurants & Dining,Debit Card,11.58,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,3/28/2022,,Debit,-300,,36688793,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,15.32,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,3/28/2022,,Credit,314.53,,36678072,Online banking Deposit - Remote deposit,Deposits,,315.32,,Online banking Deposit - Remote deposit
,3/24/2022,,Debit,-9.36,,36478320,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,0.79,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,3/24/2022,,Debit,-11.21,,36478319,SQ *KEVA UNIVERSITY IN LC 5812 LAS CRUCES NM,Education,Debit Card,10.15,,Debit Card purchase SQ *KEVA UNIVERSITY IN LC 5812 LAS CRUCES NM
,3/23/2022,,Debit,-400,,36465442,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,21.36,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,3/23/2022,,Debit,-1.8,,36465397,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,421.36,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,3/23/2022,,Debit,-2.66,,36465396,Einstein Bros. Bagels,Restaurants & Dining,Debit Card,423.16,,Debit Card purchase EINSTEINS CCSU 5814 LAS CRUCES NM
,3/22/2022,,Debit,-20,,36465395,ATM Withdrawal FIRSTLIGHT XX 2795 SOUTH LOCUST ST LAS CRUCES NM,ATM/Cash Withdrawals,Debit Card,425.82,,ATM Withdrawal FIRSTLIGHT 6011 2795 SOUTH LOCUST ST LAS CRUCES NM
,3/22/2022,,Debit,-54.09,,36465394,Walmart,Shopping,Debit Card,445.82,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,3/21/2022,,Debit,-9.41,,36355515,Whataburger,Restaurants & Dining,Debit Card,499.91,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,3/20/2022,,Debit,-57.38,,36355514,Staples,Office Supplies,Debit Card,509.32,,Debit Card purchase STAPLES 00113753 5943 LAS CRUCES NM
,3/20/2022,,Debit,-26.25,,36355513,Supercuts,Personal Care & Fitness,Debit Card,566.7,,Debit Card purchase SUPERCUTS LAS CRUCES II 7230 LAS CRUCES NM
,3/19/2022,,Debit,-51.68,,36285684,The Home Depot,Home Supplies,Debit Card,592.95,,POS Card purchase THE HOME DEPOT #3505 5200 225 TELSHORE BLVD LAS CRUCES NM
,3/19/2022,,Debit,-4.29,,36280134,Lowe's,Home Supplies,Debit Card,644.63,,Debit Card purchase LOWES #01158* 5200 LAS CRUCES NM
,3/18/2022,,Debit,-18.15,,36248906,Walmart,Shopping,Debit Card,648.92,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,3/18/2022,,Debit,-10.6,,36248907,Wendy's,Restaurants & Dining,Debit Card,667.07,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,3/18/2022,,Credit,100,,36240221,Cash Deposit,Deposits,Deposit,677.67,,Cash Deposit
,3/17/2022,,Debit,-100,,36187753,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,577.67,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,3/17/2022,,Credit,177.67,,36148165,Online banking Deposit - Remote deposit,Deposits,,677.67,,Online banking Deposit - Remote deposit
,3/13/2022,,Debit,-19.33,,36028515,MCW#x390-RINCONADA 7542 LAS CRUCES NM,Other Expenses,Debit Card,500,,Debit Card purchase MCW#1390-RINCONADA 7542 LAS CRUCES NM
,3/13/2022,,Debit,-11.1,,36028514,Chick-fil-A,Restaurants & Dining,Debit Card,519.33,,Debit Card purchase CHICK-FIL-A #03693 5814 LAS CRUCES NM
,3/13/2022,,Debit,-3.74,,35910512,Starbucks,Restaurants & Dining,Debit Card,530.43,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,3/13/2022,,Debit,-6.53,,35910511,Amazon Digital Services,Entertainment,Debit Card,534.17,,Debit Card purchase AMAZON DIGIT*1Z28H3281 5818 AMZN.COM/BILL WA
,3/13/2022,,Debit,-10.88,,35910514,Amazon Digital Services,Entertainment,Debit Card,540.7,,Debit Card purchase PRIME VIDEO*1Z6RN1XI0 5818 888-802-3080 WA
,3/12/2022,,Debit,-199.38,,35910513,Best Buy,Electronics & Equipment,Debit Card,551.58,,POS Card purchase BEST BUY 00008029 5732 2280 E. LOHMMAN AV LAS CRUCES NM
,3/12/2022,,Debit,-500,,35892391,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,750.96,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,3/12/2022,,Debit,-3.76,,35892308,Starbucks,Restaurants & Dining,Debit Card,1250.96,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/12/2022,,Debit,-5.75,,35892315,Dreamcatcher,Gifts,Debit Card,1254.72,,Debit Card purchase DREAMCATCHER 10 7832 ESPANOLA NM
,3/12/2022,,Debit,-12,,35892307,Panda Express,Restaurants & Dining,Debit Card,1260.47,,Debit Card purchase PANDA EXPRESS 862 5814 SANTA FE NM
,3/11/2022,,Debit,-20.85,,35892314,Card NAMBE FALLS TRAVEL CENTE XX7730 US XX-285 SANTA FE NM,Travel & Commute,Debit Card,1272.47,,POS Card purchase NAMBE FALLS TRAVEL CENTE 5542 17730 US 84-285 SANTA FE NM
,3/11/2022,,Debit,-8.58,,35892306,Walmart,Shopping,Debit Card,1293.32,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,3/11/2022,,Credit,1100,,35892313,Cash and check Deposit,Deposits,,1301.9,,Cash and check Deposit
,3/9/2022,,Debit,-33.36,,35892312,Phillips 66,Gasoline/Fuel,Debit Card,201.9,,Debit Card purchase PHILLIPS 66 - YOUNG BACAS 5542 BELEN NM
,3/9/2022,,Debit,-4.03,,35892311,Marathon Petroleum,Gasoline/Fuel,Debit Card,235.26,,Debit Card purchase MARATHON PETRO235069 5541 LEMITAR NM
,3/9/2022,,Debit,-46.17,,35892310,Circle K,Groceries,Debit Card,239.29,,Debit Card purchase CIRCLE K # 41289 5542 LAS CRUCES NM
,3/8/2022,,Debit,-6.49,,35892305,Sonic Drive-In,Restaurants & Dining,Debit Card,285.46,,Debit Card purchase SONIC DRIVE IN #3893 5814 LAS CRUCES NM
,3/8/2022,,Debit,-16.66,,35892309,Wendy's,Restaurants & Dining,Debit Card,291.95,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,3/8/2022,,Debit,-20.28,,35665237,IHOP,Restaurants & Dining,Debit Card,308.61,,Debit Card purchase IHOP #3428 5812 LAS CRUCES NM
,3/8/2022,,Credit,200,,35665239,Cash Deposit,Deposits,Deposit,328.89,,Cash Deposit
,3/8/2022,,Debit,-6.23,,35665236,Starbucks,Restaurants & Dining,Debit Card,128.89,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,3/8/2022,,Debit,-10.84,,35665235,McDonald's,Restaurants & Dining,Debit Card,135.12,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,3/7/2022,,Debit,-5.69,,35665234,Starbucks,Restaurants & Dining,Debit Card,145.96,,Debit Card purchase STARBUCKS STORE 02774 5814 LAS CRUCES NM
,3/7/2022,,Debit,-13.06,,35665238,Amazon,Shopping,,151.65,,Bill payment Withdrawal AMAZON.COM*1W5CT8J92 4816 SEATTLE WA
,3/6/2022,,Debit,-17.42,,35531726,Whataburger,Restaurants & Dining,Debit Card,164.71,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,3/5/2022,,Debit,-3.74,,35531725,Starbucks,Restaurants & Dining,Debit Card,182.13,,Debit Card purchase STARBUCKS STORE 10747 5814 LAS CRUCES NM
,3/4/2022,,Debit,-9.2,,35531724,Sonic Drive-In,Restaurants & Dining,Debit Card,185.87,,Debit Card purchase SONIC DRIVE IN #3893 5814 LAS CRUCES NM
,3/3/2022,,Debit,-100,,35392847,Online banking Withdrawal Transfer to LXX00 - .,Transfers,Transfer,195.07,,Online banking Withdrawal Transfer to L0100 - .
,3/3/2022,,Credit,300,,35392710,Check Deposit,Deposits,Deposit,295.07,,Check Deposit
,2/22/2022,,Debit,-14.15,,35021770,Payment to Amazon Prime,Dues and Subscriptions,,-4.93,,Bill payment Withdrawal AMAZON PRIME*TZ63E7053 5968 AMZN.COM/BILL WA
,2/22/2022,,Credit,0.06,,35021769,Deposit Transfer from SXX00 - Overdraft Transfer,Deposits,Transfer,9.22,,Deposit Transfer from S0000 - Overdraft Transfer
,2/20/2022,,Debit,-42.5,,35021782,PARKING & ID SERVICES XX4835 NM,Travel & Commute,Debit Card,9.16,,Debit Card purchase PARKING & ID SERVICES 8220 5756464835 NM
,2/19/2022,,Debit,-33.16,,35021768,Walmart,Shopping,Debit Card,51.66,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,2/19/2022,,Debit,-2.98,,35021767,Starbucks,Restaurants & Dining,Debit Card,84.82,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,2/19/2022,,Debit,-23.22,,35021766,Domino's Pizza,Restaurants & Dining,Debit Card,87.8,,Debit Card purchase DOMINO'S 6501 5814 LAS CRUCES NM
,2/18/2022,,Debit,-55.1,,35021781,Amazon,Shopping,,111.02,,Bill payment Withdrawal AMAZON.COM*LS7T40JZ3 4816 SEATTLE WA
,2/18/2022,,Debit,-300,,35021765,Online banking Withdrawal Transfer to LXX00 - Internet Access 02/18/2022 16:24 XX7425:,Transfers,Transfer,166.12,,Online banking Withdrawal Transfer to L0100 - Internet Access 02/18/2022 16:24 337425:
,2/18/2022,,Debit,-19.72,,35021780,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,466.12,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,2/18/2022,,Debit,-2.98,,35021779,NMSU ZUHL FUEL 5814 LAS CRUCES NM,Gasoline/Fuel,Debit Card,485.84,,Debit Card purchase NMSU ZUHL FUEL 5814 LAS CRUCES NM
,2/18/2022,,Debit,-7.89,,35021778,Einstein Bros. Bagels,Restaurants & Dining,Debit Card,488.82,,Debit Card purchase EINSTEINS CCSU 5814 LAS CRUCES NM
,2/17/2022,,Debit,-10.7,,35021777,Arby's,Restaurants & Dining,Debit Card,496.71,,Debit Card purchase ARBYS 6818 5812 LAS CRUCES NM
,2/16/2022,,Credit,500,,35021776,Check Deposit,Deposits,Deposit,507.41,,Check Deposit
,2/16/2022,,Debit,-42.48,,35021775,Circle K,Groceries,Debit Card,7.41,,Debit Card purchase CIRCLE K # 09665 5542 LAS CRUCES NM
,2/16/2022,,Debit,-16.77,,35021774,Wendy's,Restaurants & Dining,Debit Card,49.89,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,2/15/2022,,Debit,-15.65,,35021773,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,66.66,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,2/15/2022,,Debit,-10.29,,35021764,Panda Express,Restaurants & Dining,Debit Card,82.31,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,2/13/2022,,Debit,-16.09,,35021763,McDonald's,Restaurants & Dining,Debit Card,92.6,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,2/13/2022,,Debit,-6.53,,35021762,Amazon Digital Services,Entertainment,Debit Card,108.69,,Debit Card purchase AMAZON DIGIT*3O5G13QJ3 5818 AMZN.COM/BILL WA
,2/13/2022,,Debit,-10.88,,35021772,Amazon Digital Services,Entertainment,Debit Card,115.22,,Debit Card purchase PRIME VIDEO*5K22F5NK3 5818 888-802-3080 WA
,2/12/2022,,Debit,-13.21,,35021771,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,126.1,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,2/9/2022,,Debit,-2.98,,33991314,NMSU ZUHL FUEL 5814 LAS CRUCES NM,Gasoline/Fuel,Debit Card,139.31,,Debit Card purchase NMSU ZUHL FUEL 5814 LAS CRUCES NM
,2/8/2022,,Credit,120,,33991313,Cash Deposit,Deposits,Deposit,142.29,,Cash Deposit
,1/28/2022,,Debit,-0.7,,33991308,Sonic Drive-In,Restaurants & Dining,Debit Card,22.29,,Debit Card purchase SONIC DRIVE IN #3893 5814 LAS CRUCES NM
,1/27/2022,,Debit,-24,,33991307,Online banking Withdrawal Transfer to LXX00 - Internet Access 01/27/2022 18:42 XX9692:,Transfers,Transfer,22.99,,Online banking Withdrawal Transfer to L0100 - Internet Access 01/27/2022 18:42 229692:
,1/26/2022,,Debit,-2.12,,33991312,NMSU ZUHL FUEL 5814 LAS CRUCES NM,Gasoline/Fuel,Debit Card,46.99,,Debit Card purchase NMSU ZUHL FUEL 5814 LAS CRUCES NM
,1/26/2022,,Debit,-12.02,,33991306,Panda Express,Restaurants & Dining,Debit Card,49.11,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,1/25/2022,,Debit,-10.55,,33991311,Einstein Bros. Bagels,Restaurants & Dining,Debit Card,61.13,,Debit Card purchase EINSTEINS CCSU 5814 LAS CRUCES NM
,1/22/2022,,Debit,-14.15,,33991305,Amazon,Shopping,,71.68,,Bill payment Withdrawal AMAZON PRIME*QG6W58L83 5968 AMZN.COM/BILL WA
,1/22/2022,,Debit,-17.23,,33991304,McDonald's,Restaurants & Dining,Debit Card,85.83,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,1/21/2022,,Debit,-180,,33991303,Online banking Withdrawal Transfer to LXX00 - Internet Access 01/21/2022 18:11 XX2892:,Transfers,Transfer,103.06,,Online banking Withdrawal Transfer to L0100 - Internet Access 01/21/2022 18:11 202892:
,1/21/2022,,Credit,256.5,,33991310,Check Deposit,Deposits,Deposit,283.06,,Check Deposit
,1/19/2022,,Debit,-2.44,,33991309,NMSU ZUHL FUEL 5814 LAS CRUCES NM,Gasoline/Fuel,Debit Card,26.56,,Debit Card purchase NMSU ZUHL FUEL 5814 LAS CRUCES NM
,1/15/2022,,Debit,-8.28,,33991302,Walmart,Shopping,Debit Card,29,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,1/15/2022,,Debit,-2.98,,33991301,Starbucks,Restaurants & Dining,Debit Card,37.28,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,1/15/2022,,Debit,-42.1,,33991300,Payment to El Paso Electric,Utilities,Debit Card,40.26,,Debit Card purchase B2P*EL PASO ELECTRIC 9399 904-421-7220 TX
,1/14/2022,,Debit,-100,,33991241,Online banking Withdrawal Transfer to LXX00 - Internet Access 01/14/2022 18:49 XX1204:,Transfers,Transfer,82.36,,Online banking Withdrawal Transfer to L0100 - Internet Access 01/14/2022 18:49 171204:
,1/14/2022,,Debit,-13.65,,33991240,Panda Express,Restaurants & Dining,Debit Card,182.36,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,1/14/2022,,Debit,-10.17,,33991299,Wendy's,Restaurants & Dining,Debit Card,196.01,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,1/13/2022,,Debit,-11.5,,33991298,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,206.18,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,1/13/2022,,Debit,-3.41,,33991297,Einstein Bros. Bagels,Restaurants & Dining,Debit Card,217.68,,Debit Card purchase EINSTEINS CCSU 5814 LAS CRUCES NM
,1/13/2022,,Debit,-6.53,,33991239,Amazon Digital Services,Entertainment,Debit Card,221.09,,Debit Card purchase AMAZON DIGIT*0L8NG1733 5818 AMZN.COM/BILL WA
,1/13/2022,,Debit,-10.88,,33991296,Amazon Digital Services,Entertainment,Debit Card,227.62,,Debit Card purchase PRIME VIDEO*529W30V63 5818 888-802-3080 WA
,1/12/2022,,Debit,-11.34,,33991238,Lowe's,Home Supplies,Debit Card,238.5,,Debit Card purchase LOWE'S #58 5411 LAS CRUCES NM
,1/11/2022,,Debit,-105.01,,33991295,OUTDOOR ADVENTURES 5940 LAS CRUCES NM,Entertainment,Debit Card,249.84,,Debit Card purchase OUTDOOR ADVENTURES 5940 LAS CRUCES NM
,1/11/2022,,Debit,-36.83,,33991237,Walmart,Shopping,Debit Card,354.85,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,1/8/2022,,Debit,-9.14,,33991236,Sonic Drive-In,Restaurants & Dining,Debit Card,391.68,,Debit Card purchase SONIC DRIVE IN #1982 5814 ESPANOLA NM
,1/8/2022,,Debit,-3.25,,33991294,Lowe's,Home Supplies,Debit Card,400.82,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,1/7/2022,,Debit,-995.72,,33991235,Online banking Withdrawal Transfer to LXX00 - Internet Access 01/07/2022 17:18 XX7084:,Transfers,Transfer,404.07,,Online banking Withdrawal Transfer to L0100 - Internet Access 01/07/2022 17:18 137084:
,1/7/2022,,Debit,-144.88,,33991293,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,1399.79,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,1/7/2022,,Debit,-20.24,,33991292,Lowe's,Home Supplies,Debit Card,1544.67,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,1/7/2022,,Debit,-30.15,,33991291,Speedway,Gasoline/Fuel,Debit Card,1564.91,,Debit Card purchase SPEEDWAY 09135 1313 PASEO 5542 ESPANOLA NM
,1/6/2022,,Debit,-5.86,,33991234,Subway,Restaurants & Dining,Debit Card,1595.06,,Debit Card purchase SUBWAY 54052 5814 ESPANOLA NM
,1/5/2022,,Credit,1600,,33991290,Check Deposit,Deposits,Deposit,1600.92,,Check Deposit
,1/5/2022,,Debit,-430,,33991289,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,0.92,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,1/4/2022,,Credit,394,,33991288,Transfer from Venmo,Transfers,,430.92,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,12/28/2021,,Debit,-6.86,,33991233,McDonald's,Restaurants & Dining,Debit Card,36.92,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,12/26/2021,,Debit,-3.24,,33991232,Walmart,Shopping,Debit Card,43.78,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,12/24/2021,,Debit,-1.08,,33991287,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,47.02,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,12/21/2021,,Debit,-6.66,,33991231,Walmart,Shopping,Debit Card,48.1,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,12/21/2021,,Debit,-144.88,,33991286,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,54.76,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,12/21/2021,,Debit,-347.89,,33991285,HACIENDA HOME CENTERS - E XX8811 NM,Home Supplies,Debit Card,199.64,,Debit Card purchase HACIENDA HOME CENTERS - E 5039 505-8848811 NM
,12/20/2021,,Credit,492.5,,33991284,Transfer from Venmo,Transfers,,547.53,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,12/19/2021,,Debit,-100,,33991230,Online banking Withdrawal Transfer to LXX00 - Internet Access 12/19/2021 10:46 x8424:,Transfers,Transfer,55.03,,Online banking Withdrawal Transfer to L0100 - Internet Access 12/19/2021 10:46 48424:
,12/16/2021,,Debit,-240,,33991229,Transfer to Venmo,Transfers,Debit Card,155.03,,Debit Card purchase VENMO* 4829 VISA DIRECT NY
,12/16/2021,,Debit,-10,,33991228,Transfer to Venmo,Transfers,Debit Card,395.03,,Debit Card purchase VENMO* 4829 VISA DIRECT NY
,12/16/2021,,Credit,320,,33991283,Cash and check Deposit,Deposits,,405.03,,Cash and check Deposit
,12/13/2021,,Debit,-16.23,,33991282,Albertsons,Groceries,Debit Card,85.03,,Debit Card purchase ALBERTSONS #3913 5411 LAS CRUCES NM
,12/12/2021,,Credit,54.34,,33991281,Walmart,Shopping,Debit Card,101.26,,Debit Card purchase return Adjustment WM SUPERCENTER #2656 5411 ESPANOLA NM
,12/11/2021,,Debit,-9.65,,33991227,Panda Express,Restaurants & Dining,Debit Card,46.92,,Debit Card purchase PANDA EXPRESS 862 5814 SANTA FE NM
,12/10/2021,,Debit,-7.12,,33991280,XENOWARE XX3879 NY,Clothing,Debit Card,56.57,,Debit Card purchase XENOWARE 7311 844-6593879 NY
,12/7/2021,,Debit,-250,,33991226,Online banking Withdrawal Transfer to LXX00 - Internet Access 12/07/2021 10:07 XX8199:,Transfers,Transfer,63.69,,Online banking Withdrawal Transfer to L0100 - Internet Access 12/07/2021 10:07 988199:
,12/6/2021,,Debit,-54.34,,33991225,Walmart,Shopping,Debit Card,313.69,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,12/6/2021,,Debit,-9.68,,33991224,McDonald's,Restaurants & Dining,Debit Card,368.03,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,12/6/2021,,Debit,-400,,33991223,Online banking Withdrawal Transfer to LXX00 - Internet Access 12/06/2021 10:23 XX3807:,Transfers,Transfer,377.71,,Online banking Withdrawal Transfer to L0100 - Internet Access 12/06/2021 10:23 983807:
,12/6/2021,,Credit,757.5,,33991279,Check Deposit,Deposits,Deposit,777.71,,Check Deposit
,11/11/2021,,Debit,-5,,33991278,NAYAX WASH 7542 HUNT VALLEY MD,Automotive Expenses,Debit Card,20.21,,Debit Card purchase NAYAX WASH 7542 HUNT VALLEY MD
